from	to
Cryodraco antarcticus	Dacodraco hunteri
Cryodraco antarcticus	Leptonychotes weddellii
Cryodraco antarcticus	Notothenia coriiceps
Cryodraco antarcticus	Eunoe spica spicoides
Trematomus sp.	Aptenodytes forsteri
Trematomus sp.	Pygoscelis adeliae
Trematomus sp.	Leptonychotes weddellii
Lepidonotothen larseni	Phalacrocorax atriceps georgianus
Lepidonotothen larseni	Chaenocephalus aceratus
Lepidonotothen larseni	Arctocephalus gazella
Lepidonotothen larseni	Leptonychotes weddellii
Electrona sp.	Arctocephalus gazella
Gymnoscopelus sp.	Arctocephalus gazella
Nannobrachium achirus	Arctocephalus gazella
Protomyctophum choriodon	Pygoscelis adeliae
Protomyctophum choriodon	Arctocephalus gazella
Electrona carlsbergi	Sterna paradisaea
Electrona carlsbergi	Fregetta tropica
Electrona carlsbergi	Pterodroma brevirostris
Electrona carlsbergi	Procellaria aequinoctialis
Electrona carlsbergi	Aptenodytes forsteri
Electrona carlsbergi	Pachyptila desolata
Electrona carlsbergi	Pygoscelis adeliae
Electrona carlsbergi	Arctocephalus gazella
Electrona carlsbergi	Halobaena caerulea
Electrona carlsbergi	Pagodroma nivea
Electrona carlsbergi	Thalassoica antarctica
Electrona carlsbergi	Oceanites oceanicus
Electrona carlsbergi	Daption capense
Electrona carlsbergi	Fulmarus glacialoides
Gymnoscopelus fraseri	Pygoscelis papua
Gymnoscopelus fraseri	Arctocephalus gazella
Gymnoscopelus bolini	Arctocephalus gazella
Arctocephalus gazella	Orcinus orca
Arctocephalus gazella	Hydrurga leptonyx
Brachioteuthis picta	Leptonychotes weddellii
Melamphaes sp.	Thalassoica antarctica
Bathylagus sp.	Thalassoica antarctica
Trematomus newnesi	Phalacrocorax atriceps bransfieldensis
Trematomus newnesi	Phalacrocorax atriceps georgianus
Trematomus newnesi	Aptenodytes forsteri
Trematomus newnesi	Pygoscelis papua
Trematomus newnesi	Pygoscelis adeliae
Trematomus newnesi	Leptonychotes weddellii
Trematomus lepidorhinus	Aptenodytes forsteri
Trematomus lepidorhinus	Leptonychotes weddelli
Trematomus lepidorhinus	Psilaster charcoti
Trematomus lepidorhinus	Colossendeis scotti
Trematomus lepidorhinus	Macrourus holotrachys
Trematomus lepidorhinus	Abyssorchomene nodimanus
Trematomus lepidorhinus	Pareledone antarctica
Trematomus lepidorhinus	Pareledone charcoti
Trematomus lepidorhinus	Nymphon gracillimum
Trematomus lepidorhinus	Ammothea carolinensis
Trematomus lepidorhinus	Eunoe spica
Trematomus lepidorhinus	Macrourus whitsoni
Trematomus lepidorhinus	Ommatophoca rossii
Trematomus lepidorhinus	Hydrurga leptonyx
Trematomus lepidorhinus	Arctocephalus gazella
Trematomus lepidorhinus	Pentanymphon antarcticum
Trematomus lepidorhinus	Trematomus pennellii
Trematomus lepidorhinus	Trematomus hansoni
Trematomus lepidorhinus	Trematomus loennbergii
Trematomus lepidorhinus	Pagetopsis macropterus
Trematomus lepidorhinus	Mirounga leonina
Trematomus lepidorhinus	Dacodraco hunteri
Trematomus lepidorhinus	Leptonychotes weddellii
Trematomus lepidorhinus	Notothenia coriiceps
Trematomus lepidorhinus	Eunoe spica spicoides
Trematomus eulepidotus	Phalacrocorax atriceps georgianus
Trematomus eulepidotus	Aptenodytes forsteri
Trematomus eulepidotus	Leptonychotes weddelli
Trematomus eulepidotus	Psilaster charcoti
Trematomus eulepidotus	Colossendeis scotti
Trematomus eulepidotus	Macrourus holotrachys
Trematomus eulepidotus	Abyssorchomene nodimanus
Trematomus eulepidotus	Pareledone antarctica
Trematomus eulepidotus	Pareledone charcoti
Trematomus eulepidotus	Nymphon gracillimum
Trematomus eulepidotus	Ammothea carolinensis
Trematomus eulepidotus	Eunoe spica
Trematomus eulepidotus	Ophiosparte gigas
Trematomus eulepidotus	Macrourus whitsoni
Trematomus eulepidotus	Ommatophoca rossii
Trematomus eulepidotus	Hydrurga leptonyx
Trematomus eulepidotus	Arctocephalus gazella
Trematomus eulepidotus	Pentanymphon antarcticum
Trematomus eulepidotus	Trematomus pennellii
Trematomus eulepidotus	Trematomus hansoni
Trematomus eulepidotus	Trematomus loennbergii
Trematomus eulepidotus	Pagetopsis macropterus
Trematomus eulepidotus	Mirounga leonina
Trematomus eulepidotus	Dacodraco hunteri
Trematomus eulepidotus	Leptonychotes weddellii
Trematomus eulepidotus	Notothenia coriiceps
Trematomus eulepidotus	Eunoe spica spicoides
Aethotaxis mitopteryx	Aptenodytes forsteri
Aethotaxis mitopteryx	Leptonychotes weddelli
Aethotaxis mitopteryx	Psilaster charcoti
Aethotaxis mitopteryx	Colossendeis scotti
Aethotaxis mitopteryx	Macrourus holotrachys
Aethotaxis mitopteryx	Abyssorchomene nodimanus
Aethotaxis mitopteryx	Pareledone antarctica
Aethotaxis mitopteryx	Pareledone charcoti
Aethotaxis mitopteryx	Nymphon gracillimum
Aethotaxis mitopteryx	Ammothea carolinensis
Aethotaxis mitopteryx	Eunoe spica
Aethotaxis mitopteryx	Ophiosparte gigas
Aethotaxis mitopteryx	Macrourus whitsoni
Aethotaxis mitopteryx	Ommatophoca rossii
Aethotaxis mitopteryx	Hydrurga leptonyx
Aethotaxis mitopteryx	Arctocephalus gazella
Aethotaxis mitopteryx	Pentanymphon antarcticum
Aethotaxis mitopteryx	Trematomus pennellii
Aethotaxis mitopteryx	Trematomus hansoni
Aethotaxis mitopteryx	Trematomus loennbergii
Aethotaxis mitopteryx	Pagetopsis macropterus
Aethotaxis mitopteryx	Mirounga leonina
Aethotaxis mitopteryx	Dacodraco hunteri
Aethotaxis mitopteryx	Leptonychotes weddellii
Aethotaxis mitopteryx	Notothenia coriiceps
Aethotaxis mitopteryx	Eunoe spica spicoides
Artedidraco sp.	Trematomus bernacchii
Artedidraco orianae	Aptenodytes forsteri
Artedidraco orianae	Leptonychotes weddelli
Artedidraco orianae	Psilaster charcoti
Artedidraco orianae	Colossendeis scotti
Artedidraco orianae	Macrourus holotrachys
Artedidraco orianae	Abyssorchomene nodimanus
Artedidraco orianae	Pareledone antarctica
Artedidraco orianae	Pareledone charcoti
Artedidraco orianae	Nymphon gracillimum
Artedidraco orianae	Ammothea carolinensis
Artedidraco orianae	Eunoe spica
Artedidraco orianae	Ophiosparte gigas
Artedidraco orianae	Macrourus whitsoni
Artedidraco orianae	Ommatophoca rossii
Artedidraco orianae	Hydrurga leptonyx
Artedidraco orianae	Arctocephalus gazella
Artedidraco orianae	Pentanymphon antarcticum
Artedidraco orianae	Trematomus pennellii
Artedidraco orianae	Trematomus hansoni
Artedidraco orianae	Trematomus loennbergii
Artedidraco orianae	Pagetopsis macropterus
Artedidraco orianae	Mirounga leonina
Artedidraco orianae	Dacodraco hunteri
Artedidraco orianae	Notothenia coriiceps
Artedidraco orianae	Eunoe spica spicoides
Artedidraco orianae	Trematomus bernacchii
Thaliacea	Trematomus bernacchii
Holothuroidea	Pygoscelis adeliae
Holothuroidea	Trematomus bernacchii
Endeidae	Trematomus bernacchii
Austrodecus sp.	Trematomus bernacchii
Endeis australis	Trematomus bernacchii
Pentanymphon antarcticum	Eulagisca gigantea
Pentanymphon antarcticum	Eunoe spica
Pentanymphon antarcticum	Epimeria macrodonta
Pentanymphon antarcticum	Ophiosparte gigas
Pentanymphon antarcticum	Artedidraco orianae
Pentanymphon antarcticum	Harmothoe spinosa
Pentanymphon antarcticum	Trematomus pennellii
Pentanymphon antarcticum	Trematomus hansoni
Pentanymphon antarcticum	Notothenia coriiceps
Pentanymphon antarcticum	Trematomus scotti
Pentanymphon antarcticum	Eunoe spica spicoides
Pentanymphon antarcticum	Trematomus bernacchii
Austropallene sp.	Trematomus bernacchii
Pycnogonida	Ophiosparte gigas
Pycnogonida	Trematomus bernacchii
Munnidae	Trematomus bernacchii
Gnathia sp.	Trematomus bernacchii
Munna antarctica	Trematomus bernacchii
Sebidae	Trematomus bernacchii
Iphimediidae	Trematomus bernacchii
Seba antarctica	Trematomus bernacchii
Orchomenella sp.	Trematomus bernacchii
Orchomenella (Orchomenella) chelipes	Trematomus bernacchii
Cheirimedon fougneri	Lobodon carcinophagus
Cheirimedon fougneri	Hydrurga leptonyx
Cheirimedon fougneri	Pygoscelis adeliae
Cheirimedon fougneri	Mirounga leonina
Cheirimedon fougneri	Trematomus bernacchii
Leucothoe sp.	Trematomus bernacchii
Echiniphimedia sp.	Trematomus bernacchii
Paramoera walkeri	Pachycara brachycephalum
Paramoera walkeri	Serolis polita
Paramoera walkeri	Serolella bouveri
Paramoera walkeri	Pogonophryne barsukovi
Paramoera walkeri	Pogonophryne scotti
Paramoera walkeri	Harmotoe hartmanae
Paramoera walkeri	Cygnodraco mawsoni
Paramoera walkeri	Artedidraco skottsbergi
Paramoera walkeri	Artedidraco loennbergi
Paramoera walkeri	Pareledone antarctica
Paramoera walkeri	Ophiurolepis gelida
Paramoera walkeri	Ophiurolepis brevirima
Paramoera walkeri	Eunoe hartmanae
Paramoera walkeri	Polyeunoa laevis
Paramoera walkeri	Harmothoe crosetensis
Paramoera walkeri	Frontoserolis bouvieri
Paramoera walkeri	Ceratoserolis meridionalis
Paramoera walkeri	Eulagisca gigantea
Paramoera walkeri	Rhachotropis antarctica
Paramoera walkeri	Laetmonice producta
Paramoera walkeri	Bathypanoploea schellenbergi
Paramoera walkeri	Eunoe spica
Paramoera walkeri	Liljeborgia georgiana
Paramoera walkeri	Paraceradocus gibber
Paramoera walkeri	Oediceroides calmani
Paramoera walkeri	Oediceroides emarginatus
Paramoera walkeri	Dolloidraco longedorsalis
Paramoera walkeri	Uristes gigas
Paramoera walkeri	Gerlachea australis
Paramoera walkeri	Ophiosparte gigas
Paramoera walkeri	Pogonophryne permitini
Paramoera walkeri	Muraenolepis microps
Paramoera walkeri	Epimeriella walkeri
Paramoera walkeri	Tryphosella murrayi
Paramoera walkeri	Pygoscelis adeliae
Paramoera walkeri	Trematomus nicolai
Paramoera walkeri	Aethotaxis mitopteryx
Paramoera walkeri	Harmothoe spinosa
Paramoera walkeri	Trematomus pennellii
Paramoera walkeri	Chorismus antarcticus
Paramoera walkeri	Dissostichus mawsoni
Paramoera walkeri	Eurythenes gryllus
Paramoera walkeri	Eusirus perdentatus
Paramoera walkeri	Odontaster validus
Paramoera walkeri	Ophionotus victoriae
Paramoera walkeri	Waldeckia obesa
Paramoera walkeri	Trematomus scotti
Paramoera walkeri	Pogonophryne phyllopogon
Paramoera walkeri	Labidiaster annulatus
Paramoera walkeri	Eunoe spica spicoides
Paramoera walkeri	Trematomus bernacchii
Oradarea sp.	Trematomus bernacchii
Naticidae	Trematomus bernacchii
Cephalaspidea	Trematomus bernacchii
Iothia coppingeri	Trematomus bernacchii
Powellisetia deserta	Trematomus bernacchii
Limacina helicina	Eusirus tridentatus
Limacina helicina	Paraeuchaeta erebi
Limacina helicina	Oncaea curvata
Limacina helicina	Oithona frigida
Limacina helicina	Paraeuchaeta similis
Limacina helicina	Aetideopsis antarctica
Limacina helicina	Triconia antarctica
Limacina helicina	Clione limacina
Limacina helicina	Dipulmaris antarctica
Limacina helicina	Solmundella bitentaculata
Limacina helicina	Ctenocalanus vanus
Limacina helicina	Limacina helicina
Limacina helicina	Gymnoscopelus opisthopterus
Limacina helicina	Abyssorchomene plebs
Limacina helicina	Epimeriella macronyx
Limacina helicina	Hyperiella macronyx
Limacina helicina	Stephos longipes
Limacina helicina	Oithona similis
Limacina helicina	Pleuragramma antarcticum
Limacina helicina	Notolepis coatsi
Limacina helicina	Gymnoscopelus braueri
Limacina helicina	Electrona antarctica
Limacina helicina	Bathylagus antarcticus
Limacina helicina	Paraeuchaeta antarctica
Limacina helicina	Calanus propinquus
Limacina helicina	Antarctomysis ohlinii
Limacina helicina	Pseudosagitta gazellae
Limacina helicina	Eukrohnia hamata
Limacina helicina	Microcalanus pygmaeus
Limacina helicina	Metridia gerlachei
Limacina helicina	Pelagobia longicirrata
Limacina helicina	Salpa thompsoni
Limacina helicina	Glyptonotus antarcticus
Limacina helicina	Trematomus bernacchii
Armodoris antarctica	Trematomus bernacchii
Toledonia sp.	Trematomus bernacchii
Philine alata	Trematomus bernacchii
Ampharetidae	Trematomus bernacchii
Terebellidae	Trematomus bernacchii
Flabelligeridae	Trematomus bernacchii
Spionidae	Trematomus bernacchii
Polynoidae	Trematomus bernacchii
Pherusa kerguelarum	Trematomus bernacchii
Ilyphagus wyvillei	Trematomus bernacchii
Flabelligera gourdoni	Trematomus bernacchii
Lumbrineris magalhaensis	Trematomus bernacchii
Aglaophamus trissophyllus	Trematomus bernacchii
Scoloplos marginatus	Trematomus bernacchii
Ophelina syringopyge	Trematomus bernacchii
Trypanosyllis gigantea	Trematomus bernacchii
Harmothoe sp.	Trematomus bernacchii
Harmothoe spinosa	Ctenocidaris perrieri
Harmothoe spinosa	Aporocidaris milleri
Harmothoe spinosa	Parborlasia corrugatus
Harmothoe spinosa	Lineus longifissus
Harmothoe spinosa	Baseodiscus antarcticus
Harmothoe spinosa	Ctenocidaris spinosa
Harmothoe spinosa	Ctenocidaris gigantea
Harmothoe spinosa	Solaster dawsoni
Harmothoe spinosa	Bathybiaster loripes
Harmothoe spinosa	Probuccinum tenuistriatum
Harmothoe spinosa	Colossendeis scotti
Harmothoe spinosa	Serolis polita
Harmothoe spinosa	Serolella bouveri
Harmothoe spinosa	Ophioperla ludwigi
Harmothoe spinosa	Iphimediella  cyclogena
Harmothoe spinosa	Pogonophryne barsukovi
Harmothoe spinosa	Pogonophryne scotti
Harmothoe spinosa	Abyssorchomene nodimanus
Harmothoe spinosa	Harmotoe hartmanae
Harmothoe spinosa	Abyssorchomene rossi
Harmothoe spinosa	Artedidraco skottsbergi
Harmothoe spinosa	Artedidraco loennbergi
Harmothoe spinosa	Pareledone antarctica
Harmothoe spinosa	Pareledone charcoti
Harmothoe spinosa	Pontiothauma ergata
Harmothoe spinosa	Astrotoma agassizii
Harmothoe spinosa	Ophiurolepis gelida
Harmothoe spinosa	Ophiurolepis brevirima
Harmothoe spinosa	Ophioceres incipiens
Harmothoe spinosa	Eunoe hartmanae
Harmothoe spinosa	Harmothoe crosetensis
Harmothoe spinosa	Nymphon gracillimum
Harmothoe spinosa	Ammothea carolinensis
Harmothoe spinosa	Frontoserolis bouvieri
Harmothoe spinosa	Ceratoserolis meridionalis
Harmothoe spinosa	Rhachotropis antarctica
Harmothoe spinosa	Laetmonice producta
Harmothoe spinosa	Eunoe spica
Harmothoe spinosa	Dolloidraco longedorsalis
Harmothoe spinosa	Ophiosparte gigas
Harmothoe spinosa	Macrourus whitsoni
Harmothoe spinosa	Pogonophryne permitini
Harmothoe spinosa	Trematomus lepidorhinus
Harmothoe spinosa	Aethotaxis mitopteryx
Harmothoe spinosa	Pentanymphon antarcticum
Harmothoe spinosa	Harmothoe spinosa
Harmothoe spinosa	Barrukia cristata
Harmothoe spinosa	Trematomus pennellii
Harmothoe spinosa	Trematomus hansoni
Harmothoe spinosa	Notocrangon antarcticus
Harmothoe spinosa	Trematomus loennbergii
Harmothoe spinosa	Eurythenes gryllus
Harmothoe spinosa	Eusirus perdentatus
Harmothoe spinosa	Sterechinus neumayeri
Harmothoe spinosa	Odontaster validus
Harmothoe spinosa	Glyptonotus antarcticus
Harmothoe spinosa	Notothenia coriiceps
Harmothoe spinosa	Waldeckia obesa
Harmothoe spinosa	Trematomus scotti
Harmothoe spinosa	Pogonophryne phyllopogon
Harmothoe spinosa	Labidiaster annulatus
Harmothoe spinosa	Eunoe spica spicoides
Harmothoe spinosa	Harpagifer antarcticus
Harmothoe spinosa	Trematomus bernacchii
Barrukia cristata	Ctenocidaris perrieri
Barrukia cristata	Aporocidaris milleri
Barrukia cristata	Parborlasia corrugatus
Barrukia cristata	Lineus longifissus
Barrukia cristata	Baseodiscus antarcticus
Barrukia cristata	Ctenocidaris spinosa
Barrukia cristata	Ctenocidaris gigantea
Barrukia cristata	Solaster dawsoni
Barrukia cristata	Bathybiaster loripes
Barrukia cristata	Probuccinum tenuistriatum
Barrukia cristata	Colossendeis scotti
Barrukia cristata	Serolis polita
Barrukia cristata	Serolella bouveri
Barrukia cristata	Ophioperla ludwigi
Barrukia cristata	Iphimediella  cyclogena
Barrukia cristata	Pogonophryne barsukovi
Barrukia cristata	Pogonophryne scotti
Barrukia cristata	Abyssorchomene nodimanus
Barrukia cristata	Harmotoe hartmanae
Barrukia cristata	Abyssorchomene rossi
Barrukia cristata	Artedidraco skottsbergi
Barrukia cristata	Artedidraco loennbergi
Barrukia cristata	Pareledone antarctica
Barrukia cristata	Pareledone charcoti
Barrukia cristata	Pontiothauma ergata
Barrukia cristata	Astrotoma agassizii
Barrukia cristata	Ophiurolepis gelida
Barrukia cristata	Ophiurolepis brevirima
Barrukia cristata	Ophioceres incipiens
Barrukia cristata	Eunoe hartmanae
Barrukia cristata	Harmothoe crosetensis
Barrukia cristata	Nymphon gracillimum
Barrukia cristata	Ammothea carolinensis
Barrukia cristata	Frontoserolis bouvieri
Barrukia cristata	Ceratoserolis meridionalis
Barrukia cristata	Rhachotropis antarctica
Barrukia cristata	Laetmonice producta
Barrukia cristata	Eunoe spica
Barrukia cristata	Dolloidraco longedorsalis
Barrukia cristata	Ophiosparte gigas
Barrukia cristata	Macrourus whitsoni
Barrukia cristata	Pogonophryne permitini
Barrukia cristata	Trematomus lepidorhinus
Barrukia cristata	Aethotaxis mitopteryx
Barrukia cristata	Pentanymphon antarcticum
Barrukia cristata	Harmothoe spinosa
Barrukia cristata	Barrukia cristata
Barrukia cristata	Trematomus pennellii
Barrukia cristata	Trematomus hansoni
Barrukia cristata	Notocrangon antarcticus
Barrukia cristata	Chorismus antarcticus
Barrukia cristata	Trematomus loennbergii
Barrukia cristata	Eurythenes gryllus
Barrukia cristata	Eusirus perdentatus
Barrukia cristata	Sterechinus neumayeri
Barrukia cristata	Odontaster validus
Barrukia cristata	Glyptonotus antarcticus
Barrukia cristata	Notothenia coriiceps
Barrukia cristata	Waldeckia obesa
Barrukia cristata	Trematomus scotti
Barrukia cristata	Pogonophryne phyllopogon
Barrukia cristata	Labidiaster annulatus
Barrukia cristata	Eunoe spica spicoides
Barrukia cristata	Harpagifer antarcticus
Barrukia cristata	Trematomus bernacchii
Eunoe anderssoni	Trematomus bernacchii
Trematomus pennellii	Aptenodytes forsteri
Trematomus pennellii	Leptonychotes weddelli
Trematomus pennellii	Psilaster charcoti
Trematomus pennellii	Colossendeis scotti
Trematomus pennellii	Macrourus holotrachys
Trematomus pennellii	Abyssorchomene nodimanus
Trematomus pennellii	Pareledone antarctica
Trematomus pennellii	Pareledone charcoti
Trematomus pennellii	Nymphon gracillimum
Trematomus pennellii	Ammothea carolinensis
Trematomus pennellii	Eunoe spica
Trematomus pennellii	Ophiosparte gigas
Trematomus pennellii	Macrourus whitsoni
Trematomus pennellii	Ommatophoca rossii
Trematomus pennellii	Hydrurga leptonyx
Trematomus pennellii	Arctocephalus gazella
Trematomus pennellii	Pentanymphon antarcticum
Trematomus pennellii	Trematomus pennellii
Trematomus pennellii	Trematomus hansoni
Trematomus pennellii	Trematomus loennbergii
Trematomus pennellii	Pagetopsis macropterus
Trematomus pennellii	Mirounga leonina
Trematomus pennellii	Dacodraco hunteri
Trematomus pennellii	Leptonychotes weddellii
Trematomus pennellii	Notothenia coriiceps
Trematomus pennellii	Eunoe spica spicoides
Trematomus hansoni	Aptenodytes forsteri
Trematomus hansoni	Leptonychotes weddelli
Trematomus hansoni	Psilaster charcoti
Trematomus hansoni	Colossendeis scotti
Trematomus hansoni	Macrourus holotrachys
Trematomus hansoni	Abyssorchomene nodimanus
Trematomus hansoni	Pareledone antarctica
Trematomus hansoni	Pareledone charcoti
Trematomus hansoni	Nymphon gracillimum
Trematomus hansoni	Ammothea carolinensis
Trematomus hansoni	Eunoe spica
Trematomus hansoni	Ophiosparte gigas
Trematomus hansoni	Macrourus whitsoni
Trematomus hansoni	Ommatophoca rossii
Trematomus hansoni	Hydrurga leptonyx
Trematomus hansoni	Arctocephalus gazella
Trematomus hansoni	Pentanymphon antarcticum
Trematomus hansoni	Trematomus pennellii
Trematomus hansoni	Trematomus hansoni
Trematomus hansoni	Trematomus loennbergii
Trematomus hansoni	Pagetopsis macropterus
Trematomus hansoni	Mirounga leonina
Trematomus hansoni	Dacodraco hunteri
Trematomus hansoni	Leptonychotes weddellii
Trematomus hansoni	Notothenia coriiceps
Trematomus hansoni	Eunoe spica spicoides
Algae	Phalacrocorax atriceps georgianus
Algae	Ophiosparte gigas
Algae	Leptonychotes weddellii
Algae	Trematomus bernacchii
Acanthocephala	Arctocephalus gazella
Acanthocephala	Leptonychotes weddellii
Tubeworm	Leptonychotes weddellii
Mollusca	Dissostichus mawsoni
Mollusca	Leptonychotes weddellii
Mollusca	Electrona antarctica
Glyptonotus sp.	Leptonychotes weddellii
Uristes sp.	Leptonychotes weddellii
Eusirus sp.	Pygoscelis adeliae
Eusirus sp.	Leptonychotes weddellii
Eusirus sp.	Trematomus bernacchii
Cheirimedon sp.	Hydrurga leptonyx
Cheirimedon sp.	Pygoscelis adeliae
Cheirimedon sp.	Leptonychotes weddellii
Notocrangon antarcticus	Aphrodroma brevirostris
Notocrangon antarcticus	Pterodroma brevirostris
Notocrangon antarcticus	Pachyptila desolata
Notocrangon antarcticus	Macronectes halli
Notocrangon antarcticus	Champsocephalus gunnari
Notocrangon antarcticus	Cygnodraco mawsoni
Notocrangon antarcticus	Pareledone antarctica
Notocrangon antarcticus	Trematomus lepidorhinus
Notocrangon antarcticus	Trematomus pennellii
Notocrangon antarcticus	Trematomus hansoni
Notocrangon antarcticus	Halobaena caerulea
Notocrangon antarcticus	Pagodroma nivea
Notocrangon antarcticus	Thalassoica antarctica
Notocrangon antarcticus	Daption capense
Notocrangon antarcticus	Fulmarus glacialoides
Notocrangon antarcticus	Leptonychotes weddellii
Notocrangon antarcticus	Notolepis coatsi
Notocrangon antarcticus	Harpagifer antarcticus
Chorismus antarcticus	Champsocephalus gunnari
Chorismus antarcticus	Cygnodraco mawsoni
Chorismus antarcticus	Pareledone antarctica
Chorismus antarcticus	Ophiosparte gigas
Chorismus antarcticus	Trematomus lepidorhinus
Chorismus antarcticus	Trematomus pennellii
Chorismus antarcticus	Trematomus hansoni
Chorismus antarcticus	Leptonychotes weddellii
Chorismus antarcticus	Trematomus bernacchii
Fish eggs	Notothenia neglecta
Fish eggs	Aptenodytes forsteri
Fish eggs	Lobodon carcinophagus
Fish eggs	Hydrurga leptonyx
Fish eggs	Chionodraco hamatus
Fish eggs	Trematomus hansoni
Fish eggs	Mirounga leonina
Fish eggs	Gymnodraco acuticeps
Fish eggs	Leptonychotes weddellii
Fish eggs	Trematomus bernacchii
Ophionotus hexactis	Labidiaster annulatus
Emballotheca phylactelloides	Labidiaster annulatus
Genaxinus bongraini	Labidiaster annulatus
Rissoa sp.	Labidiaster annulatus
Sediment	Abatus shackeltoni
Sediment	Abatus nimrodi
Sediment	Abatus cavernosus
Sediment	Abatus curvidens
Sediment	Tritonia challengeriana
Sediment	Notocidaris mortenseni
Sediment	Aporocidaris milleri
Sediment	Solaster sp.
Sediment	Ctenocidaris spinosa
Sediment	Ctenocidaris gigantea
Sediment	Anthometra adriani
Sediment	Promachocrinus kerguelensis
Sediment	Vaunthompsonia indermis
Sediment	Eudorella splendida
Sediment	Psilaster charcoti
Sediment	Solaster dawsoni
Sediment	Cuenotaster involutus
Sediment	Bathybiaster loripes
Sediment	Marginella ealesa
Sediment	Falsimargarita gemma
Sediment	Newnesia antarctica
Sediment	Parmaphorella mawsoni
Sediment	Puncturella conica
Sediment	Harpovoluta charcoti
Sediment	Tritonia antarctica
Sediment	Peraeospinosus pushkini
Sediment	Nototanais antarcticus
Sediment	Conchoecia hettacra
Sediment	Chiridota weddellensis
Sediment	Elpidia glacialis
Sediment	Pseudostichopus villosus
Sediment	Pseudostichopus mollis
Sediment	Laetmogone wyvillethompsoni
Sediment	Trachythyone parva
Sediment	Psolidium incertum
Sediment	Ypsilocucumis turricata
Sediment	Molpadia musculus
Sediment	Scotoplanes globosa
Sediment	Bathyplotes bongraini
Sediment	Bathyplotes gourdoni
Sediment	Achlyonice violaecuspidata
Sediment	Mesothuria lactea
Sediment	Terebella ehlersi
Sediment	Phyllocomus crocea
Sediment	Pista spinifera
Sediment	Neogloboquadriana pachyderma
Sediment	Lenticulina antarctica
Sediment	Globocassidulina crassa
Sediment	Cibicides refulgens
Sediment	Cassidulinoides parkerianus
Sediment	Parvicorbucula socialis
Sediment	Bathydoris clavigera
Sediment	Astrotoma agassizii
Sediment	Ophiurolepis gelida
Sediment	Ophiurolepis brevirima
Sediment	Ophioceres incipiens
Sediment	Epimeria macrodonta
Sediment	Ophiosparte gigas
Sediment	Ophionotus victoriae
Sediment	Labidiaster annulatus
Sediment	Harpagifer antarcticus
Diplasterias brucei	Parborlasia corrugatus
Diplasterias brucei	Lineus longifissus
Diplasterias brucei	Baseodiscus antarcticus
Diplasterias brucei	Urticinopsis antarctica
Diplasterias brucei	Odontaster validus
Diplasterias brucei	Glyptonotus antarcticus
Diplasterias brucei	Labidiaster annulatus
Hydroidolina	Ammothea striata
Hydroidolina	Colossendeis sp.
Hydroidolina	Ophiosparte gigas
Hydroidolina	Pycnogonida
Hydroidolina	Labidiaster annulatus
Antarctomysis sp.	Dissostichus mawsoni
Paraliparis devriesi	Dissostichus mawsoni
Trematomus loennbergii	Aptenodytes forsteri
Trematomus loennbergii	Leptonychotes weddelli
Trematomus loennbergii	Psilaster charcoti
Trematomus loennbergii	Colossendeis scotti
Trematomus loennbergii	Macrourus holotrachys
Trematomus loennbergii	Abyssorchomene nodimanus
Trematomus loennbergii	Pareledone antarctica
Trematomus loennbergii	Pareledone charcoti
Trematomus loennbergii	Nymphon gracillimum
Trematomus loennbergii	Ammothea carolinensis
Trematomus loennbergii	Eunoe spica
Trematomus loennbergii	Ophiosparte gigas
Trematomus loennbergii	Macrourus whitsoni
Trematomus loennbergii	Ommatophoca rossii
Trematomus loennbergii	Hydrurga leptonyx
Trematomus loennbergii	Arctocephalus gazella
Trematomus loennbergii	Pentanymphon antarcticum
Trematomus loennbergii	Trematomus pennellii
Trematomus loennbergii	Trematomus hansoni
Trematomus loennbergii	Trematomus loennbergii
Trematomus loennbergii	Pagetopsis macropterus
Trematomus loennbergii	Dissostichus mawsoni
Trematomus loennbergii	Mirounga leonina
Trematomus loennbergii	Dacodraco hunteri
Trematomus loennbergii	Leptonychotes weddellii
Trematomus loennbergii	Notothenia coriiceps
Trematomus loennbergii	Eunoe spica spicoides
Pagetopsis macropterus	Aptenodytes forsteri
Pagetopsis macropterus	Leptonychotes weddelli
Pagetopsis macropterus	Psilaster charcoti
Pagetopsis macropterus	Colossendeis scotti
Pagetopsis macropterus	Macrourus holotrachys
Pagetopsis macropterus	Abyssorchomene nodimanus
Pagetopsis macropterus	Pareledone antarctica
Pagetopsis macropterus	Pareledone charcoti
Pagetopsis macropterus	Nymphon gracillimum
Pagetopsis macropterus	Ammothea carolinensis
Pagetopsis macropterus	Eunoe spica
Pagetopsis macropterus	Ophiosparte gigas
Pagetopsis macropterus	Macrourus whitsoni
Pagetopsis macropterus	Ommatophoca rossii
Pagetopsis macropterus	Hydrurga leptonyx
Pagetopsis macropterus	Pygoscelis adeliae
Pagetopsis macropterus	Arctocephalus gazella
Pagetopsis macropterus	Pentanymphon antarcticum
Pagetopsis macropterus	Trematomus pennellii
Pagetopsis macropterus	Trematomus hansoni
Pagetopsis macropterus	Trematomus loennbergii
Pagetopsis macropterus	Pagetopsis macropterus
Pagetopsis macropterus	Dissostichus mawsoni
Pagetopsis macropterus	Mirounga leonina
Pagetopsis macropterus	Dacodraco hunteri
Pagetopsis macropterus	Leptonychotes weddellii
Pagetopsis macropterus	Notothenia coriiceps
