Network	Predator_name	Prey_name
Meta	Epimeria rubrieques	Hydrozoa
Meta	Epimeria rubrieques	Clavularia sp.
Meta	Epimeria rubrieques	Polychaeta
Meta	Epimeria rubrieques	Taeniogyrus contortus
Meta	Epimeria georgiana	Crustacea
Meta	Epimeria georgiana	Mysidacea
Meta	Epimeria georgiana	Amphipoda
Meta	Epimeria georgiana	Polychaeta
Meta	Epimeria georgiana	Holothuria
Meta	Epimeria georgiana	Hydrozoa
Meta	Epimeria georgiana	Bacillariophyta
Meta	Epimeria georgiana	Zooplankton
Meta	Epimeria georgiana	Foraminifera
Meta	Melphidippa antarctica	Paraeuchaeta antarctica
Meta	Melphidippa antarctica	Crustacea
Meta	Melphidippa antarctica	Euphausiacea
Meta	Melphidippa antarctica	Mysidacea
Meta	Melphidippa antarctica	Porifera
Meta	Melphidippa antarctica	Cnidaria
Meta	Melphidippa antarctica	Holothuria
Meta	Oediceroides emarginatus	Phytoplankton
Meta	Oediceroides emarginatus	Crustacea
Meta	Oediceroides emarginatus	Amphipoda
Meta	Oediceroides calmani	Phytoplankton
Meta	Oediceroides calmani	Crustacea
Meta	Oediceroides calmani	Amphipoda
Meta	Maxilliphimedia longipes	Cnidaria
Meta	Maxilliphimedia longipes	Urticinopsis antarctica
Meta	Maxilliphimedia longipes	Anthozoa
Meta	Maxilliphimedia longipes	Hydrozoa
Meta	Gnathiphimedia mandibularis	Brachiopoda
Meta	Gnathiphimedia mandibularis	Porifera
Meta	Echiniphimedia hodgsoni	Porifera
Meta	Echiniphimedia hodgsoni	Detritus
Meta	Iphimediella cyclogena	Holothuria
Meta	Iphimediella cyclogena	Polychaeta
Meta	Paraceradocus gibber	Amphipoda
Meta	Paraceradocus gibber	Bacillariophyta
Meta	Paraceradocus gibber	Detritus
Meta	Liljeborgia georgiana	Crustacea
Meta	Liljeborgia georgiana	Amphipoda
Meta	Liljeborgia georgiana	Euphausiacea
Meta	Liljeborgia georgiana	Copepoda
Meta	Liljeborgia georgiana	Polychaeta
Meta	Liljeborgia georgiana	Eucranta mollis
Meta	Liljeborgia georgiana	Eunoe spica
Meta	Liljeborgia georgiana	Cnidaria
Meta	Liljeborgia georgiana	Porifera
Meta	Momoculodes scabriculosus	Detritus
Meta	Uristes gigas	Crustacea
Meta	Uristes gigas	Amphipoda
Meta	Uristes gigas	Euphausiacea
Meta	Uristes gigas	Porifera
Meta	Uristes gigas	Bacillariophyta
Meta	Eurythenes gryllus	Amphipoda
Meta	Eurythenes gryllus	Eurythenes gryllus
Meta	Eurythenes gryllus	Ophiuroidea
Meta	Eurythenes gryllus	Hydrozoa
Meta	Eurythenes gryllus	Urticinopsis antarctica
Meta	Eurythenes gryllus	Anthozoa
Meta	Eurythenes gryllus	Porifera
Meta	Eurythenes gryllus	Polychaeta
Meta	Eurythenes gryllus	Holothuria
Meta	Eurythenes gryllus	Isopoda
Meta	Eurythenes gryllus	Crustacea
Meta	Eurythenes gryllus	Detritus
Meta	Bathypanoploea schellenbergi	Urticinopsis antarctica
Meta	Bathypanoploea schellenbergi	Anthozoa
Meta	Bathypanoploea schellenbergi	Bacillariophyta
Meta	Bathypanoploea schellenbergi	Crustacea
Meta	Bathypanoploea schellenbergi	Holothuria
Meta	Bathypanoploea schellenbergi	Bryozoa
Meta	Pseudorchomene coatsi	Detritus
Meta	Heterophoxus videns	Polychaeta
Meta	Heterophoxus videns	Eucranta mollis
Meta	Heterophoxus videns	Eunoe spica
Meta	Heterophoxus videns	Laetmonice producta
Meta	Heterophoxus videns	Tanaidacea
Meta	Heterophoxus videns	Copepoda
Meta	Heterophoxus videns	Porifera
Meta	Heterophoxus videns	Bacillariophyta
Meta	Heterophoxus videns	Foraminifera
Meta	Heterophoxus videns	Nematoda
Meta	Heterophoxus videns	Crustacea
Meta	Haplocheira plumosa	Phytoplankton
Meta	Haplocheira plumosa	Detritus
Meta	Oradarea edentata	Phytoplankton
Meta	Djerboa furcipes	Phytoplankton
Meta	Rhachotropis antarctica	Euphausiacea
Meta	Rhachotropis antarctica	Copepoda
Meta	Rhachotropis antarctica	Amphipoda
Meta	Rhachotropis antarctica	Polychaeta
Meta	Rhachotropis antarctica	Bacillariophyta
Meta	Rhachotropis antarctica	Cnidaria
Meta	Notocrangon antarcticus	Bacillariophyta
Meta	Notocrangon antarcticus	Foraminifera
Meta	Notocrangon antarcticus	Porifera
Meta	Notocrangon antarcticus	Gastropoda
Meta	Notocrangon antarcticus	Bivalvia
Meta	Notocrangon antarcticus	Aequiyoldia eightsii
Meta	Notocrangon antarcticus	Polychaeta
Meta	Notocrangon antarcticus	Mysidacea
Meta	Notocrangon antarcticus	Holothuria
Meta	Chorismus antarcticus	Bacillariophyta
Meta	Chorismus antarcticus	Corethron sp.
Meta	Chorismus antarcticus	Zooplankton
Meta	Chorismus antarcticus	Foraminifera
Meta	Chorismus antarcticus	Porifera
Meta	Chorismus antarcticus	Nematoda
Meta	Chorismus antarcticus	Gastropoda
Meta	Chorismus antarcticus	Aequiyoldia eightsii
Meta	Chorismus antarcticus	Polychaeta
Meta	Chorismus antarcticus	Eucranta mollis
Meta	Chorismus antarcticus	Eunoe spica
Meta	Chorismus antarcticus	Laetmonice producta
Meta	Chorismus antarcticus	Eulagisca gigantea
Meta	Chorismus antarcticus	Barrukia cristata
Meta	Chorismus antarcticus	Amphipoda
Meta	Chorismus antarcticus	Isopoda
Meta	Chorismus antarcticus	Taeniogyrus contortus
Meta	Nematocarcinus lanceopes	Bacillariophyta
Meta	Nematocarcinus lanceopes	Zooplankton
Meta	Nematocarcinus lanceopes	Tintinnidae
Meta	Nematocarcinus lanceopes	Phytoplankton
Meta	Nematocarcinus lanceopes	Paraeuchaeta antarctica
Meta	Rhincalanus gigas	SilicioZooplanktons
Meta	Rhincalanus gigas	Zooplankton
Meta	Rhincalanus gigas	Tintinnidae
Meta	Rhincalanus gigas	Oithona
Meta	Rhincalanus gigas	Oncaea
Meta	Calanus propinquus 	Bacillariophyta
Meta	Calanus propinquus 	SilicioZooplanktons
Meta	Calanus propinquus 	Zooplankton
Meta	Calanus propinquus 	Tintinnidae
Meta	Calanus propinquus 	Paraeuchaeta antarctica
Meta	Calanus propinquus 	Oithona
Meta	Calanus propinquus 	Copepoda
Meta	Calanus propinquus 	Coelenterata
Meta	Calanoides acutus 	Bacillariophyta
Meta	Calanoides acutus 	SilicioZooplanktons
Meta	Calanoides acutus 	Zooplankton
Meta	Calanoides acutus 	Tintinnidae
Meta	Calanoides acutus 	Copepoda
Meta	Calanoides acutus 	Oithona
Meta	Calanoides acutus 	Oncaea
Meta	Calanoides acutus 	Pelegobia longicirrata
Meta	Metridia gerlachei 	Bacillariophyta
Meta	Metridia gerlachei 	SilicioZooplanktons
Meta	Metridia gerlachei 	Zooplankton
Meta	Metridia gerlachei 	Tintinnidae
Meta	Metridia gerlachei 	Copepoda
Meta	Metridia gerlachei 	Oithona
Meta	Metridia gerlachei 	Oncaea
Meta	Paraeuchaeta antarctica	SilicioZooplanktons
Meta	Paraeuchaeta antarctica	Zooplankton
Meta	Paraeuchaeta antarctica	Tintinnidae
Meta	Paraeuchaeta antarctica	Oithona
Meta	Paraeuchaeta antarctica	Oncaea
Meta	Paraeuchaeta antarctica	Paraeuchaeta antarctica
Meta	Paraeuchaeta antarctica	Cyllopus lucasii
Meta	Paraeuchaeta antarctica	Pelegobia longicirrata
Meta	Mysida	Bacillariophyta
Meta	Mysida	Detritus
Meta	Eucopia australis	Bacillariophyta
Meta	Eucopia australis	Detritus
Meta	Eucopia australis	Zooplankton
Meta	Euchaetomera antarcticus	Bacillariophyta
Meta	Euchaetomera antarcticus	Detritus
Meta	Euchaetomera antarcticus	Zooplankton
Meta	Antarctomysis maxima	Detritus
Meta	Antarctomysis maxima	Zooplankton
Meta	Ceratoserolis meridionalis	Polychaeta
Meta	Ceratoserolis meridionalis	Crustacea
Meta	Frontoserolis bouvieri	Polychaeta
Meta	Frontoserolis bouvieri	Crustacea
Meta	Natatolana obtusata	Detritus
Meta	Natatolana oculata	Detritus
Meta	Natatolana meridionalis	Detritus
Meta	Gnathia calva	Zooplankton
Meta	Glyptonotus antarcticus	Isopoda
Meta	Glyptonotus antarcticus	Glyptonotus antarcticus
Meta	Glyptonotus antarcticus	Asteroidea
Meta	Glyptonotus antarcticus	Gastropoda
Meta	Glyptonotus antarcticus	Euphausia superba
Meta	Glyptonotus antarcticus	Polychaeta
Meta	Glyptonotus antarcticus	Echinoidea
Meta	Glyptonotus antarcticus	Ophiuroidea
Meta	Glyptonotus antarcticus	Detritus
Meta	Glyptonotus antarcticus	Limacina helicina 
Meta	Austrosisignum grande	Detritus
Meta	Austrosisignum grande	Bacillariophyta
Meta	Aega antarctica	Detritus
Meta	Arcturidae	Detritus
Meta	Myodocopia	Sediment
Meta	Myodocopia	Detritus
Meta	Myodocopia	Zooplankton
Meta	Alacia hettacra	Detritus
Meta	Alacia hettacra	Phytoplankton
Meta	Alacia belgicae	Detritus
Meta	Metaconchoecia isocheira	Detritus
Meta	Boroecia antipoda	Detritus
Meta	Boroecia antipoda	Phytoplankton
Meta	Podocopida	Zooplankton
Meta	Podocopida	Detritus
Meta	Podocopida	Bacillariophyta
Meta	Nototanais antarcticus	Detritus
Meta	Nototanais antarcticus	Bacillariophyta
Meta	Nototanais antarcticus	Bacteria
Meta	Nototanais antarcticus	Sediment
Meta	Peraeospinosus pushkini	Sediment
Meta	Peraeospinosus pushkini	Detritus
Meta	Peraeospinosus pushkini	Bacillariophyta
Meta	Peraeospinosus pushkini	Porifera
Meta	Nototanais dimorphus	Bacillariophyta
Meta	Nototanais dimorphus	Bacteria
Meta	Nototanais dimorphus	Detritus
Meta	Eudorella splendida	Detritus
Meta	Eudorella splendida	Bacillariophyta
Meta	Eudorella splendida	Bacteria
Meta	Eudorella splendida	Sediment
Meta	Vaunthompsonia indermis	Detritus
Meta	Vaunthompsonia indermis	Bacillariophyta
Meta	Vaunthompsonia indermis	Bacteria
Meta	Vaunthompsonia indermis	Sediment
Meta	Camylaspis maculata	Bacillariophyta
Meta	Diastylis mawsoni	Detritus
Meta	Ekleptostylis debroyeri	Detritus
Meta	Pentanymphon antarcticum	Bryozoa
Meta	Pentanymphon antarcticum	Porifera
Meta	Pentanymphon antarcticum	Gastropoda
Meta	Pentanymphon antarcticum	Polychaeta
Meta	Pentanymphon antarcticum	Ophiuroidea
Meta	Pentanymphon antarcticum	Ctenophora
Meta	Ammothea carolinensis	Bryozoa
Meta	Ammothea carolinensis	Porifera
Meta	Ammothea carolinensis	Gastropoda
Meta	Ammothea carolinensis	Polychaeta
Meta	Ammothea carolinensis	Ophiuroidea
Meta	Ammothea carolinensis	Ctenophora
Meta	Colossendeis sp.	Bryozoa
Meta	Colossendeis sp.	Porifera
Meta	Colossendeis sp.	Gastropoda
Meta	Colossendeis sp.	Polychaeta
Meta	Colossendeis sp.	Ophiuroidea
Meta	Colossendeis sp.	Ctenophora
Meta	Nymphon gracillimum	Bryozoa
Meta	Nymphon gracillimum	Porifera
Meta	Nymphon gracillimum	Gastropoda
Meta	Nymphon gracillimum	Polychaeta
Meta	Nymphon gracillimum	Ophiuroidea
Meta	Nymphon gracillimum	Ctenophora
Meta	Rhynchonereella bongraini	Bacillariophyta
Meta	Rhynchonereella bongraini	Ostracoda
Meta	Laetmonice producta	Detritus
Meta	Laetmonice producta	Polychaeta
Meta	Laetmonice producta	Crustacea
Meta	Laetmonice producta	Amphipoda
Meta	Laetmonice producta	Ophiuroidea
Meta	Harmothoe spinosa	Holothuria
Meta	Harmothoe spinosa	Detritus
Meta	Harmothoe spinosa	Hydrozoa
Meta	Harmothoe spinosa	Bryozoa
Meta	Harmothoe spinosa	Gastropoda
Meta	Harmothoe spinosa	Polychaeta
Meta	Harmothoe spinosa	Pantopoda
Meta	Harmothoe spinosa	Crustacea
Meta	Harmothoe spinosa	Isopoda
Meta	Harmothoe spinosa	Amphipoda
Meta	Harmothoe spinosa	Ophiuroidea
Meta	Harmothoe crosetensis	Detritus
Meta	Harmothoe crosetensis	Polychaeta
Meta	Harmothoe crosetensis	Crustacea
Meta	Harmothoe crosetensis	Isopoda
Meta	Harmothoe crosetensis	Amphipoda
Meta	Harmothoe crosetensis	Holothuria
Meta	Harmothoe crosetensis	Ophiuroidea
Meta	Polyeunoa laevis 	Detritus
Meta	Polyeunoa laevis 	Urticinopsis antarctica
Meta	Polyeunoa laevis 	Anthozoa
Meta	Polyeunoa laevis 	Crustacea
Meta	Barrukia cristata	Detritus
Meta	Barrukia cristata	Bivalvia
Meta	Barrukia cristata	Polychaeta
Meta	Barrukia cristata	Ophiuroidea
Meta	Eulagisca gigantea	Detritus
Meta	Eulagisca gigantea	Bryozoa
Meta	Eulagisca gigantea	Pantopoda
Meta	Eulagisca gigantea	Crustacea
Meta	Eulagisca gigantea	Amphipoda
Meta	Eulagisca gigantea	Ophiuroidea
Meta	Eulagisca gigantea	Hydrozoa
Meta	Eunoe spica	Detritus
Meta	Eunoe spica	Bivalvia
Meta	Eunoe spica	Polychaeta
Meta	Eunoe spica	Pantopoda
Meta	Eunoe spica	Crustacea
Meta	Eunoe spica	Isopoda
Meta	Eunoe spica	Holothuria
Meta	Eunoe spica	Fish
Meta	Eunoe spica	Amphipoda
Meta	Eunoe hartmanae	Detritus
Meta	Eunoe hartmanae	Hydrozoa
Meta	Eunoe hartmanae	Bryozoa
Meta	Eunoe hartmanae	Polychaeta
Meta	Eunoe hartmanae	Ophiuroidea
Meta	Eunoe hartmanae	Amphipoda
Meta	Eunoe spica spicoides	Detritus
Meta	Eunoe spica spicoides	Bryozoa
Meta	Eunoe spica spicoides	Hydrozoa
Meta	Eunoe spica spicoides	Bivalvia
Meta	Eunoe spica spicoides	Gastropoda
Meta	Eunoe spica spicoides	Polychaeta
Meta	Eunoe spica spicoides	Pantopoda
Meta	Eunoe spica spicoides	Crustacea
Meta	Eunoe spica spicoides	Isopoda
Meta	Eunoe spica spicoides	Amphipoda
Meta	Eunoe spica spicoides	Holothuria
Meta	Eunoe spica spicoides	Fish
Meta	Eucranta mollis	Detritus
Meta	Eucranta mollis	Crustacea
Meta	Promachocrinus kerguelensis	Detritus
Meta	Promachocrinus kerguelensis	Sediment
Meta	Promachocrinus kerguelensis	Phytoplankton
Meta	Anthometra adriani	Sediment
Meta	Anthometra adriani	Detritus
Meta	Anthometra adriani	Phytoplankton
Meta	Acodontaster conspicuus	Homaxinella balfourensis
Meta	Acodontaster conspicuus	Scolymastra joubini
Meta	Bathybiaster loripes	Detritus
Meta	Cuenotaster involutus	Detritus
Meta	Diplasterias brucei	Aequiyoldia eightsii
Meta	Diplasterias brucei	Gastropoda
Meta	Diplasterias brucei	Detritus
Meta	Luidiaster gerlachei	Ophiuroidea
Meta	Luidiaster gerlachei	Detritus
Meta	Labidiaster annulatus	Gastropoda
Meta	Labidiaster annulatus	Amphipoda
Meta	Labidiaster annulatus	Bivalvia
Meta	Labidiaster annulatus	Polychaeta
Meta	Labidiaster annulatus	Asteroidea
Meta	Labidiaster annulatus	Echinoidea
Meta	Lophaster gaini	Bivalvia
Meta	Lophaster gaini	Adamussium colbecki
Meta	Lophaster gaini	Aequiyoldia eightsii
Meta	Notasterias armata	Bivalvia
Meta	Notasterias armata	Adamussium colbecki
Meta	Notasterias armata	Aequiyoldia eightsii
Meta	Solaster sp.	Bivalvia
Meta	Solaster sp.	Polychaeta
Meta	Solaster sp.	Sediment
Meta	Solaster sp.	Detritus
Meta	Odontaster meridionalis	Porifera
Meta	Odontaster meridionalis	Detritus
Meta	Odontaster validus	Amphipoda
Meta	Odontaster validus	Isopoda
Meta	Odontaster validus	Glyptonotus antarcticus
Meta	Odontaster validus	Asteroidea
Meta	Odontaster validus	Adamussium colbecki
Meta	Odontaster validus	Gastropoda
Meta	Odontaster validus	Bivalvia
Meta	Odontaster validus	Aequiyoldia eightsii
Meta	Odontaster validus	Hydrozoa
Meta	Odontaster validus	Ophiuroidea
Meta	Odontaster validus	Porifera
Meta	Odontaster validus	Rossella nuda
Meta	Odontaster validus	Scolymastra joubini
Meta	Odontaster validus	Ostracods
Meta	Odontaster validus	Echinoidea
Meta	Odontaster validus	Sterechinus neumayeri
Meta	Odontaster validus	Polychaeta
Meta	Odontaster validus	Bacillariophyta
Meta	Pteraster affinis aculeatus	Adamussium colbecki
Meta	Perknaster densus	Detritus
Meta	Perknaster fuscus antarcticus	Detritus
Meta	Perknaster fuscus antarcticus	Porifera
Meta	Perknaster fuscus antarcticus	Scolymastra joubini
Meta	Macroptychaster accrescens	Asteroidea
Meta	Macroptychaster accrescens	Echinoidea
Meta	Macroptychaster accrescens	Ophiuroidea
Meta	Macroptychaster accrescens	Gastropoda
Meta	Macroptychaster accrescens	Bivalvia
Meta	Lysasterias perrieri	Bivalvia
Meta	Lysasterias perrieri	Ostracoda
Meta	Lysasterias perrieri	Ophiuroidea
Meta	Lysasterias perrieri	Detritus
Meta	Psilaster charcoti	Detritus
Meta	Psilaster charcoti	Sediment
Meta	Psilaster charcoti	Ascidiacea
Meta	Psilaster charcoti	Fish
Meta	Porania antarctica 	Detritus
Meta	Porania antarctica 	Bacillariophyta
Meta	Porania antarctica 	Ostracoda
Meta	Ophionotus victoriae	Bacillariophyta
Meta	Ophionotus victoriae	Foraminifera
Meta	Ophionotus victoriae	Porifera
Meta	Ophionotus victoriae	Nematoda
Meta	Ophionotus victoriae	Bivalvia
Meta	Ophionotus victoriae	Polychaeta
Meta	Ophionotus victoriae	Amphipoda
Meta	Ophionotus victoriae	Mysidacea
Meta	Ophionotus victoriae	Euphausiacea
Meta	Ophionotus victoriae	Crustacea
Meta	Ophionotus victoriae	Ophiuroidea
Meta	Ophionotus victoriae	Echinoidea
Meta	Ophionotus victoriae	Urticinopsis antarctica
Meta	Ophionotus victoriae	Anthozoa
Meta	Ophionotus victoriae	Sediment
Meta	Ophioceres incipiens	Bacillariophyta
Meta	Ophioceres incipiens	SilicioZooplanktons
Meta	Ophioceres incipiens	Zooplankton
Meta	Ophioceres incipiens	Foraminifera
Meta	Ophioceres incipiens	Porifera
Meta	Ophioceres incipiens	Polychaeta
Meta	Ophioceres incipiens	Crustacea
Meta	Ophioceres incipiens	Urticinopsis antarctica
Meta	Ophioceres incipiens	Anthozoa
Meta	Ophioceres incipiens	Sediment
Meta	Ophioceres incipiens	Detritus
Meta	Ophiurolepis brevirima	Bacillariophyta
Meta	Ophiurolepis brevirima	SilicioZooplanktons
Meta	Ophiurolepis brevirima	Zooplankton
Meta	Ophiurolepis brevirima	Foraminifera
Meta	Ophiurolepis brevirima	Porifera
Meta	Ophiurolepis brevirima	Cnidaria
Meta	Ophiurolepis brevirima	Bivalvia
Meta	Ophiurolepis brevirima	Polychaeta
Meta	Ophiurolepis brevirima	Eunoe spica
Meta	Ophiurolepis brevirima	Ostracoda
Meta	Ophiurolepis brevirima	Amphipoda
Meta	Ophiurolepis brevirima	Euphausiacea
Meta	Ophiurolepis brevirima	Crustacea
Meta	Ophiurolepis brevirima	Bryozoa
Meta	Ophiurolepis brevirima	Detritus
Meta	Ophiurolepis brevirima	Sediment
Meta	Ophiurolepis gelida	Bacillariophyta
Meta	Ophiurolepis gelida	SilicioZooplanktons
Meta	Ophiurolepis gelida	Zooplankton
Meta	Ophiurolepis gelida	Foraminifera
Meta	Ophiurolepis gelida	Porifera
Meta	Ophiurolepis gelida	Nematoda
Meta	Ophiurolepis gelida	Bivalvia
Meta	Ophiurolepis gelida	Polychaeta
Meta	Ophiurolepis gelida	Amphipoda
Meta	Ophiurolepis gelida	Euphausiacea
Meta	Ophiurolepis gelida	Crustacea
Meta	Ophiurolepis gelida	Bryozoa
Meta	Ophiurolepis gelida	Detritus
Meta	Ophiurolepis gelida	Sediment
Meta	Ophiosparte gigas	Porifera
Meta	Ophiosparte gigas	Cnidaria
Meta	Ophiosparte gigas	Gastropoda
Meta	Ophiosparte gigas	Bivalvia
Meta	Ophiosparte gigas	Adamussium colbecki
Meta	Ophiosparte gigas	Aequiyoldia eightsii
Meta	Ophiosparte gigas	Polychaeta
Meta	Ophiosparte gigas	Eunoe spica
Meta	Ophiosparte gigas	Pantopoda
Meta	Ophiosparte gigas	Mysidacea
Meta	Ophiosparte gigas	Isopoda
Meta	Ophiosparte gigas	Amphipoda
Meta	Ophiosparte gigas	Euphausia crystallorophias
Meta	Ophiosparte gigas	Euphausia superba
Meta	Ophiosparte gigas	Chorismus antarcticus
Meta	Ophiosparte gigas	Promachocrinus kerguelensis
Meta	Ophiosparte gigas	Odontaster validus
Meta	Ophiosparte gigas	Ophiurolepis gelida
Meta	Ophiosparte gigas	Ophiosparte gigas
Meta	Ophiosparte gigas	Ophiacantha 
Meta	Ophiosparte gigas	Ophiocten 
Meta	Ophiosparte gigas	Fish
Meta	Ophioperla koehleri	Euphausiacea
Meta	Ophioperla koehleri	Polychaeta
Meta	Ophioperla koehleri	Ophiuroidea
Meta	Ophioperla koehleri	Porifera
Meta	Ophioperla koehleri	Foraminifera
Meta	Ophioperla koehleri	Copepoda
Meta	Ophioperla koehleri	Echinoidea
Meta	Ophiacantha antarctica	Copepoda
Meta	Ophiacantha antarctica	Bacillariophyta
Meta	Ophiacantha antarctica	Foraminifera
Meta	Ophiacantha pentacis	Copepoda
Meta	Ophiacantha vivipara	Copepoda
Meta	Astrotoma agassizii	Bacillariophyta
Meta	Astrotoma agassizii	SilicioZooplanktons
Meta	Astrotoma agassizii	Zooplankton
Meta	Astrotoma agassizii	Foraminifera
Meta	Astrotoma agassizii	Porifera
Meta	Astrotoma agassizii	Hydrozoa
Meta	Astrotoma agassizii	Cnidaria
Meta	Astrotoma agassizii	Bivalvia
Meta	Astrotoma agassizii	Polychaeta
Meta	Astrotoma agassizii	Ostracoda
Meta	Astrotoma agassizii	Calanoides acutus
Meta	Astrotoma agassizii	Calanus propinquus
Meta	Astrotoma agassizii	Paraeuchaeta antarctica
Meta	Astrotoma agassizii	Mysidacea
Meta	Astrotoma agassizii	Euphausiacea
Meta	Astrotoma agassizii	Crustacea
Meta	Astrotoma agassizii	Bryozoa
Meta	Astrotoma agassizii	Eukrohnia hamata
Meta	Astrotoma agassizii	Echinoidea
Meta	Astrotoma agassizii	Holothuria
Meta	Astrotoma agassizii	Fish
Meta	Astrotoma agassizii	Sediment
Meta	Astrotoma agassizii	Detritus
Meta	Astrochlamys bruneus	Coelenterata
Meta	Astrochlamys bruneus	Zooplankton
Meta	Astrochlamys bruneus	Paraeuchaeta antarctica
Meta	Gorgonocephalus chiliensis	Copepoda
Meta	Sterechinus neumayeri	Bacillariophyta
Meta	Sterechinus neumayeri	Foraminifera
Meta	Sterechinus neumayeri	Polychaeta
Meta	Sterechinus neumayeri	Porifera
Meta	Sterechinus antarcticus	Bryozoa
Meta	Sterechinus antarcticus	Bacillariophyta
Meta	Sterechinus antarcticus	Foraminifera
Meta	Sterechinus antarcticus	Porifera
Meta	Sterechinus antarcticus	Detritus
Meta	Ctenocidaris gigantea	Bivalvia
Meta	Ctenocidaris gigantea	Bryozoa
Meta	Ctenocidaris gigantea	Crustacea
Meta	Ctenocidaris gigantea	Zooplankton
Meta	Ctenocidaris gigantea	Hydrozoa
Meta	Ctenocidaris gigantea	Polychaeta
Meta	Ctenocidaris gigantea	Porifera
Meta	Ctenocidaris gigantea	Detritus
Meta	Ctenocidaris spinosa	Aequiyoldia eightsii
Meta	Ctenocidaris spinosa	Bryozoa
Meta	Ctenocidaris spinosa	Zooplankton
Meta	Ctenocidaris spinosa	Foraminifera
Meta	Ctenocidaris spinosa	Hydrozoa
Meta	Ctenocidaris spinosa	Polychaeta
Meta	Ctenocidaris spinosa	Porifera
Meta	Ctenocidaris spinosa	Detritus
Meta	Notocidaris mortenseni	Bryozoa
Meta	Notocidaris mortenseni	Zooplankton
Meta	Notocidaris mortenseni	Hydrozoa
Meta	Notocidaris mortenseni	Porifera
Meta	Notocidaris mortenseni	Detritus
Meta	Abatus curvidens	Detritus
Meta	Abatus cavernosus 	Detritus
Meta	Abatus nimrodi	Detritus
Meta	Abatus shackeltoni	Detritus
Meta	Austrocidaris canaliculata	Foraminifera
Meta	Austrocidaris canaliculata	Gastropoda
Meta	Aporocidaris milleri	Polychaeta
Meta	Aporocidaris milleri	Foraminifera
Meta	Aporocidaris milleri	Hydrozoa
Meta	Aporocidaris milleri	Gastropoda
Meta	Aporocidaris milleri	Amphipoda
Meta	Ctenocidaris perrieri	Polychaeta
Meta	Ctenocidaris perrieri	Bryozoa
Meta	Ctenocidaris perrieri	Eunoe spica
Meta	Ctenocidaris perrieri	Porifera
Meta	Ctenocidaris perrieri	Foraminifera
Meta	Ctenocidaris gilberti	Porifera
Meta	Ctenocidaris gilberti	Foraminifera
Meta	Ctenocidaris gilberti	Bryozoa
Meta	Mesothuria lactea	Detritus
Meta	Achlyonice violaecuspidata	Detritus
Meta	Bathyplotes gourdoni	Detritus
Meta	Bathyplotes bongraini	Detritus
