Network	Predator_name	Prey_name
Meta	Thalassoica antarctica	Euphausia frigida
Meta	Thalassoica antarctica	Thysanoessa macrura
Meta	Thalassoica antarctica	Cyllopus lucasii
Meta	Thalassoica antarctica	Vibilia antarctica
Meta	Thalassoica antarctica	Anuropus sp.
Meta	Thalassoica antarctica	Gigantocypris muelleri
Meta	Thalassoica antarctica	Cyphocaris sp.
Meta	Thalassoica antarctica	Gnathophausia sp.
Meta	Thalassoica antarctica	Eurythenes gryllus
Meta	Thalassoica antarctica	Electrona carlsbergi
Meta	Thalassoica antarctica	Gymnoscopelus nicholsi
Meta	Thalassoica antarctica	Kondakovia longimana
Meta	Thalassoica antarctica	Pteropoda
Meta	Thalassoica antarctica	Salpa thompsoni
Meta	Thalassoica antarctica	Necromass
Meta	Daption capense	Euphausia frigida
Meta	Daption capense	Thysanoessa macrura
Meta	Daption capense	Pasiphaea scotiae
Meta	Daption capense	Cyllopus lucasii
Meta	Daption capense	Vibilia antarctica
Meta	Daption capense	Anuropus sp.
Meta	Daption capense	Gigantocypris muelleri
Meta	Daption capense	Cyphocaris sp.
Meta	Daption capense	Gnathophausia sp.
Meta	Daption capense	Eurythenes gryllus
Meta	Daption capense	Electrona carlsbergi
Meta	Daption capense	Gymnoscopelus opisthopterus
Meta	Daption capense	Kondakovia longimana
Meta	Daption capense	Pteropoda
Meta	Pagodroma nivea	Euphausia frigida
Meta	Pagodroma nivea	Thysanoessa macrura
Meta	Pagodroma nivea	Pasiphaea scotiae
Meta	Pagodroma nivea	Cyllopus lucasii
Meta	Pagodroma nivea	Vibilia antarctica
Meta	Pagodroma nivea	Anuropus sp.
Meta	Pagodroma nivea	Gigantocypris muelleri
Meta	Pagodroma nivea	Cyphocaris sp.
Meta	Pagodroma nivea	Gnathophausia sp.
Meta	Pagodroma nivea	Eurythenes gryllus
Meta	Pagodroma nivea	Electrona carlsbergi
Meta	Pagodroma nivea	Gymnoscopelus nicholsi
Meta	Pagodroma nivea	Gymnoscopelus opisthopterus
Meta	Pagodroma nivea	Kondakovia longimana
Meta	Pagodroma nivea	Pteropoda
Meta	Pagodroma nivea	Salpa thompsoni
Meta	Pterodroma brevirostris	Euphausia superba
Meta	Pterodroma brevirostris	Euphausia frigida
Meta	Pterodroma brevirostris	Thysanoessa macrura
Meta	Pterodroma brevirostris	Pasiphaea scotiae
Meta	Pterodroma brevirostris	Cyllopus lucasii
Meta	Pterodroma brevirostris	Vibilia antarctica
Meta	Pterodroma brevirostris	Anuropus sp.
Meta	Pterodroma brevirostris	Gigantocypris muelleri
Meta	Pterodroma brevirostris	Cyphocaris sp.
Meta	Pterodroma brevirostris	Gnathophausia sp.
Meta	Pterodroma brevirostris	Eurythenes gryllus
Meta	Pterodroma brevirostris	Electrona antarctica
Meta	Pterodroma brevirostris	Electrona carlsbergi
Meta	Pterodroma brevirostris	Gymnoscopelus braueri
Meta	Pterodroma brevirostris	Gymnoscopelus nicholsi
Meta	Pterodroma brevirostris	Gymnoscopelus opisthopterus
Meta	Pterodroma brevirostris	Notolepis coatsi
Meta	Pterodroma brevirostris	Protomyctophum bolini
Meta	Pterodroma brevirostris	Galiteuthis glacialis
Meta	Pterodroma brevirostris	Gonatus antarcticus
Meta	Pterodroma brevirostris	Kondakovia longimana
Meta	Pterodroma brevirostris	Psychroteuthis glacialis
Meta	Pterodroma brevirostris	Pteropoda
Meta	Pterodroma brevirostris	Salpa thompsoni
Meta	Pterodroma brevirostris	Necromass
Meta	Halobaena caerulea	Euphausia superba
Meta	Halobaena caerulea	Euphausia frigida
Meta	Halobaena caerulea	Thysanoessa macrura
Meta	Halobaena caerulea	Pasiphaea scotiae
Meta	Halobaena caerulea	Cyllopus lucasii
Meta	Halobaena caerulea	Vibilia antarctica
Meta	Halobaena caerulea	Anuropus sp.
Meta	Halobaena caerulea	Gigantocypris muelleri
Meta	Halobaena caerulea	Cyphocaris sp.
Meta	Halobaena caerulea	Gnathophausia sp.
Meta	Halobaena caerulea	Eurythenes gryllus
Meta	Halobaena caerulea	Electrona carlsbergi
Meta	Halobaena caerulea	Gymnoscopelus nicholsi
Meta	Halobaena caerulea	Gymnoscopelus opisthopterus
Meta	Halobaena caerulea	Notolepis coatsi
Meta	Halobaena caerulea	Protomyctophum bolini
Meta	Halobaena caerulea	Galiteuthis glacialis
Meta	Halobaena caerulea	Gonatus antarcticus
Meta	Halobaena caerulea	Kondakovia longimana
Meta	Halobaena caerulea	Psychroteuthis glacialis
Meta	Halobaena caerulea	Pteropoda
Meta	Halobaena caerulea	Necromass
Meta	Pachyptila desolata	Euphausia frigida
Meta	Pachyptila desolata	Thysanoessa macrura
Meta	Pachyptila desolata	Pasiphaea scotiae
Meta	Pachyptila desolata	Cyllopus lucasii
Meta	Pachyptila desolata	Vibilia antarctica
Meta	Pachyptila desolata	Anuropus sp.
Meta	Pachyptila desolata	Gigantocypris muelleri
Meta	Pachyptila desolata	Cyphocaris sp.
Meta	Pachyptila desolata	Gnathophausia sp.
Meta	Pachyptila desolata	Eurythenes gryllus
Meta	Pachyptila desolata	Electrona carlsbergi
Meta	Pachyptila desolata	Gymnoscopelus nicholsi
Meta	Pachyptila desolata	Gymnoscopelus opisthopterus
Meta	Pachyptila desolata	Notolepis coatsi
Meta	Pachyptila desolata	Protomyctophum bolini
Meta	Pachyptila desolata	Galiteuthis glacialis
Meta	Pachyptila desolata	Gonatus antarcticus
Meta	Pachyptila desolata	Kondakovia longimana
Meta	Pachyptila desolata	Psychroteuthis glacialis
Meta	Pachyptila desolata	Pteropoda
Meta	Pachyptila desolata	Necromass
Meta	Oceanites oceanicus	Euphausia frigida
Meta	Oceanites oceanicus	Thysanoessa macrura
Meta	Oceanites oceanicus	Pasiphaea scotiae
Meta	Oceanites oceanicus	Cyllopus lucasii
Meta	Oceanites oceanicus	Vibilia antarctica
Meta	Oceanites oceanicus	Anuropus sp.
Meta	Oceanites oceanicus	Gigantocypris muelleri
Meta	Oceanites oceanicus	Cyphocaris sp.
Meta	Oceanites oceanicus	Gnathophausia sp.
Meta	Oceanites oceanicus	Electrona carlsbergi
Meta	Oceanites oceanicus	Gymnoscopelus braueri
Meta	Oceanites oceanicus	Gymnoscopelus nicholsi
Meta	Oceanites oceanicus	Gymnoscopelus opisthopterus
Meta	Oceanites oceanicus	Notolepis coatsi
Meta	Oceanites oceanicus	Galiteuthis glacialis
Meta	Oceanites oceanicus	Gonatus antarcticus
Meta	Oceanites oceanicus	Kondakovia longimana
Meta	Oceanites oceanicus	Pteropoda
Meta	Fregetta tropica	Euphausia superba
Meta	Fregetta tropica	Euphausia frigida
Meta	Fregetta tropica	Thysanoessa macrura
Meta	Fregetta tropica	Pasiphaea scotiae
Meta	Fregetta tropica	Cyllopus lucasii
Meta	Fregetta tropica	Vibilia antarctica
Meta	Fregetta tropica	Anuropus sp.
Meta	Fregetta tropica	Gigantocypris muelleri
Meta	Fregetta tropica	Cyphocaris sp.
Meta	Fregetta tropica	Gnathophausia sp.
Meta	Fregetta tropica	Eurythenes gryllus
Meta	Fregetta tropica	Electrona antarctica
Meta	Fregetta tropica	Electrona carlsbergi
Meta	Fregetta tropica	Gymnoscopelus braueri
Meta	Fregetta tropica	Gymnoscopelus nicholsi
Meta	Fregetta tropica	Gymnoscopelus opisthopterus
Meta	Fregetta tropica	Notolepis coatsi
Meta	Fregetta tropica	Protomyctophum bolini
Meta	Fregetta tropica	Galiteuthis glacialis
Meta	Fregetta tropica	Gonatus antarcticus
Meta	Fregetta tropica	Kondakovia longimana
Meta	Fregetta tropica	Psychroteuthis glacialis
Meta	Fregetta tropica	Pteropoda
Meta	Fregetta tropica	Salpa thompsoni
Meta	Fregetta tropica	Necromass
Meta	Sterna vittata	Euphausia superba
Meta	Sterna vittata	Euphausia frigida
Meta	Sterna vittata	Thysanoessa macrura
Meta	Sterna vittata	Pasiphaea scotiae
Meta	Sterna vittata	Cyllopus lucasii
Meta	Sterna vittata	Vibilia antarctica
Meta	Sterna vittata	Anuropus sp.
Meta	Sterna vittata	Gigantocypris muelleri
Meta	Sterna vittata	Cyphocaris sp.
Meta	Sterna vittata	Gnathophausia sp.
Meta	Sterna vittata	Eurythenes gryllus
Meta	Sterna vittata	Electrona antarctica
Meta	Sterna vittata	Electrona carlsbergi
Meta	Sterna vittata	Gymnoscopelus braueri
Meta	Sterna vittata	Gymnoscopelus nicholsi
Meta	Sterna vittata	Gymnoscopelus opisthopterus
Meta	Sterna vittata	Notolepis coatsi
Meta	Sterna vittata	Protomyctophum bolini
Meta	Sterna vittata	Galiteuthis glacialis
Meta	Sterna vittata	Gonatus antarcticus
Meta	Sterna vittata	Kondakovia longimana
Meta	Sterna vittata	Psychroteuthis glacialis
Meta	Sterna vittata	Pteropoda
Meta	Sterna vittata	Salpa thompsoni
Meta	Sterna vittata	Necromass
Meta	Sterna paradisaea	Euphausia superba
Meta	Sterna paradisaea	Euphausia frigida
Meta	Sterna paradisaea	Thysanoessa macrura
Meta	Sterna paradisaea	Pasiphaea scotiae
Meta	Sterna paradisaea	Cyllopus lucasii
Meta	Sterna paradisaea	Vibilia antarctica
Meta	Sterna paradisaea	Anuropus sp.
Meta	Sterna paradisaea	Gigantocypris muelleri
Meta	Sterna paradisaea	Cyphocaris sp.
Meta	Sterna paradisaea	Gnathophausia sp.
Meta	Sterna paradisaea	Eurythenes gryllus
Meta	Sterna paradisaea	Electrona antarctica
Meta	Sterna paradisaea	Electrona carlsbergi
Meta	Sterna paradisaea	Gymnoscopelus braueri
Meta	Sterna paradisaea	Gymnoscopelus nicholsi
Meta	Sterna paradisaea	Gymnoscopelus opisthopterus
Meta	Sterna paradisaea	Notolepis coatsi
Meta	Sterna paradisaea	Protomyctophum bolini
Meta	Sterna paradisaea	Galiteuthis glacialis
Meta	Sterna paradisaea	Gonatus antarcticus
Meta	Sterna paradisaea	Kondakovia longimana
Meta	Sterna paradisaea	Psychroteuthis glacialis
Meta	Sterna paradisaea	Pteropoda
Meta	Sterna paradisaea	Salpa thompsoni
Meta	Sterna paradisaea	Necromass
Meta	Pygoscelis adeliae	Thysanoessa macrura
Meta	Pygoscelis adeliae	Pasiphaea scotiae
Meta	Pygoscelis adeliae	Cyllopus lucasii
Meta	Pygoscelis adeliae	Vibilia antarctica
Meta	Pygoscelis adeliae	Anuropus sp.
Meta	Pygoscelis adeliae	Gigantocypris muelleri
Meta	Pygoscelis adeliae	Cyphocaris sp.
Meta	Pygoscelis adeliae	Gnathophausia sp.
Meta	Pygoscelis adeliae	Eurythenes gryllus
Meta	Pygoscelis adeliae	Electrona carlsbergi
Meta	Pygoscelis adeliae	Gymnoscopelus braueri
Meta	Pygoscelis adeliae	Gymnoscopelus nicholsi
Meta	Pygoscelis adeliae	Gymnoscopelus opisthopterus
Meta	Pygoscelis adeliae	Notolepis coatsi
Meta	Pygoscelis adeliae	Protomyctophum bolini
Meta	Pygoscelis adeliae	Galiteuthis glacialis
Meta	Pygoscelis adeliae	Gonatus antarcticus
Meta	Pygoscelis adeliae	Kondakovia longimana
Meta	Pygoscelis adeliae	Psychroteuthis glacialis
Meta	Pygoscelis adeliae	Salpa thompsoni
Meta	Pygoscelis adeliae	Necromass
Meta	Aptenodytes forsteri	Euphausia frigida
Meta	Aptenodytes forsteri	Thysanoessa macrura
Meta	Aptenodytes forsteri	Pasiphaea scotiae
Meta	Aptenodytes forsteri	Cyllopus lucasii
Meta	Aptenodytes forsteri	Vibilia antarctica
Meta	Aptenodytes forsteri	Anuropus sp.
Meta	Aptenodytes forsteri	Gigantocypris muelleri
Meta	Aptenodytes forsteri	Cyphocaris sp.
Meta	Aptenodytes forsteri	Gnathophausia sp.
Meta	Aptenodytes forsteri	Eurythenes gryllus
Meta	Aptenodytes forsteri	Electrona antarctica
Meta	Aptenodytes forsteri	Electrona carlsbergi
Meta	Aptenodytes forsteri	Gymnoscopelus braueri
Meta	Aptenodytes forsteri	Gymnoscopelus nicholsi
Meta	Aptenodytes forsteri	Gymnoscopelus opisthopterus
Meta	Aptenodytes forsteri	Protomyctophum bolini
Meta	Aptenodytes forsteri	Galiteuthis glacialis
Meta	Aptenodytes forsteri	Pteropoda
Meta	Aptenodytes forsteri	Salpa thompsoni
Meta	Aptenodytes forsteri	Necromass
Meta	Orcinus orca	Pygoscelis papua
Meta	Orcinus orca	Pygoscelis antarctica
Meta	Hydrurga leptonyx	Lobodon carcinophagus
Meta	Hydrurga leptonyx	Pagothenia borchgrevinki
Meta	Hydrurga leptonyx	Trematomus hansoni
Meta	Hydrurga leptonyx	Trematomus scotti
Meta	Hydrurga leptonyx	Notothenia sp.
Meta	Hydrurga leptonyx	Waldeckia obesa
Meta	Hydrurga leptonyx	Cheirimedon sp.
Meta	Hydrurga leptonyx	Macroalgae
Meta	Pleuragramma antarcticum	Thysanoessa macrura
Meta	Pleuragramma antarcticum	Oithona similis
Meta	Pleuragramma antarcticum	Detritus
Meta	Pleuragramma antarcticum	Calanoida
Meta	Pleuragramma antarcticum	Harpacticoida
Meta	Pleuragramma antarcticum	Primno macropa
Meta	Pleuragramma antarcticum	Scaphocalanus vervoorti
Meta	Pleuragramma antarcticum	Aetideus armatus
Meta	Pleuragramma antarcticum	Undinella sp.
Meta	Pleuragramma antarcticum	Stephos longipes
Meta	Pleuragramma antarcticum	Hyperiidae
Meta	Pleuragramma antarcticum	Ctenocalanus vanus
Meta	Electrona antarctica	Cyllopus magellanicus
Meta	Aptenodytes forsteri	Pagothenia borchgrevinki
Meta	Aptenodytes forsteri	Trematomus lepidorhinus
Meta	Aptenodytes forsteri	Gerlachea australis
Meta	Aptenodytes forsteri	Chaenodraco wilsoni
Meta	Aptenodytes forsteri	Chionodraco hamatus
Meta	Aptenodytes forsteri	Neopagetopsis ionah
Meta	Aptenodytes forsteri	Pagetopsis sp.
Meta	Aptenodytes forsteri	Actinopterygii
Meta	Aptenodytes forsteri	Antarctomysis ohlinii
Meta	Aptenodytes forsteri	Epimeriella macronyx
Meta	Aptenodytes forsteri	Eusirus microps
Meta	Aptenodytes forsteri	Eusirus propeperdentatus
Meta	Aptenodytes forsteri	Abyssorchomene sp.
Meta	Aptenodytes forsteri	Uristes gigas
Meta	Aptenodytes forsteri	Hyperia macrocephala
Meta	Aptenodytes forsteri	Hyperiella macronyx
Meta	Aptenodytes forsteri	Euphausia crystallorophias
Meta	Aptenodytes forsteri	Euphausia sp.
Meta	Pygoscelis adeliae	Euphausia sp.
Meta	Vomeridens infuscipinnis	Euphausia superba
Meta	Eunoe opalina	Bathyplotes sp.
Meta	Eunoe opalina	Echinocucumis sp.
Meta	Eunoe opalina	Dacrydyum sp.
Meta	Eunoe opalina	Laternula elliptica
Meta	Eunoe opalina	Foraminifera
Meta	Eunoe opalina	Bacillariophyta
Meta	Eunoe opalina	Ophiuroidea
Meta	Eunoe opalina	Ophionotus victoriae
Meta	Eunoe opalina	Nereidae
Meta	Eunoe opalina	Cumacea
Meta	Eunoe opalina	Leptostraca
Meta	Eunoe opalina	Nematoda
Meta	Electrona antarctica	Psychroteuthis glacialis
Meta	Electrona antarctica	Gaetanus sp.
Meta	Electrona antarctica	Paraeuchaeta sp.
Meta	Electrona antarctica	Euphausia crystallorophias
Meta	Electrona antarctica	Euphausia sp.
Meta	Electrona antarctica	Electrona antarctica
Meta	Electrona antarctica	Gymnoscopelus nicholsi
Meta	Electrona antarctica	Gymnoscopelus braueri
Meta	Electrona antarctica	Neopagetopsis ionah
Meta	Electrona antarctica	Protomyctophum bolini
Meta	Gymnoscopelus braueri	Psychroteuthis glacialis
Meta	Gymnoscopelus braueri	Gaetanus sp.
Meta	Gymnoscopelus braueri	Metridia gerlachei
Meta	Gymnoscopelus braueri	Paraeuchaeta sp.
Meta	Gymnoscopelus braueri	Euphausia crystallorophias
Meta	Gymnoscopelus braueri	Euphausia superba
Meta	Gymnoscopelus braueri	Euphausia sp.
Meta	Gymnoscopelus braueri	Margarella antarctica
Meta	Gymnoscopelus braueri	Eatoniella sp.
Meta	Gymnoscopelus braueri	Nacella concinna
Meta	Gymnoscopelus braueri	Laevilacunaria antarctica
Meta	Gymnoscopelus braueri	Neobuccinum eatoni
Meta	Gymnoscopelus braueri	Electrona antarctica
Meta	Gymnoscopelus braueri	Gymnoscopelus nicholsi
Meta	Gymnoscopelus braueri	Gymnoscopelus braueri
Meta	Gymnoscopelus braueri	Neopagetopsis ionah
Meta	Gymnoscopelus braueri	Protomyctophum bolini
Meta	Gymnoscopelus braueri	Nereidae
Meta	Gymnoscopelus nicholsi	Psychroteuthis glacialis
Meta	Gymnoscopelus nicholsi	Copepoda
Meta	Gymnoscopelus nicholsi	Gaetanus sp.
Meta	Gymnoscopelus nicholsi	Paraeuchaeta sp.
Meta	Gymnoscopelus nicholsi	Euphausia crystallorophias
Meta	Gymnoscopelus nicholsi	Euphausia sp.
Meta	Gymnoscopelus nicholsi	Margarella antarctica
Meta	Gymnoscopelus nicholsi	Eatoniella sp.
Meta	Gymnoscopelus nicholsi	Nacella concinna
Meta	Gymnoscopelus nicholsi	Laevilacunaria antarctica
Meta	Gymnoscopelus nicholsi	Neobuccinum eatoni
Meta	Gymnoscopelus nicholsi	Ostracoda
Meta	Gymnoscopelus nicholsi	Electrona antarctica
Meta	Gymnoscopelus nicholsi	Gymnoscopelus nicholsi
Meta	Gymnoscopelus nicholsi	Gymnoscopelus braueri
Meta	Gymnoscopelus nicholsi	Neopagetopsis ionah
Meta	Gymnoscopelus nicholsi	Protomyctophum bolini
Meta	Protomyctophum bolini	Psychroteuthis glacialis
Meta	Protomyctophum bolini	Copepoda
Meta	Protomyctophum bolini	Gaetanus sp.
Meta	Protomyctophum bolini	Paraeuchaeta sp.
Meta	Protomyctophum bolini	Euphausia crystallorophias
Meta	Protomyctophum bolini	Euphausia sp.
Meta	Protomyctophum bolini	Margarella antarctica
Meta	Protomyctophum bolini	Eatoniella sp.
Meta	Protomyctophum bolini	Nacella concinna
Meta	Protomyctophum bolini	Laevilacunaria antarctica
Meta	Protomyctophum bolini	Neobuccinum eatoni
Meta	Protomyctophum bolini	Ostracoda
Meta	Protomyctophum bolini	Electrona antarctica
Meta	Protomyctophum bolini	Gymnoscopelus nicholsi
Meta	Protomyctophum bolini	Gymnoscopelus braueri
Meta	Protomyctophum bolini	Neopagetopsis ionah
Meta	Protomyctophum bolini	Protomyctophum bolini
Meta	Paradiplospinus gracilis	Psychroteuthis glacialis
Meta	Paradiplospinus gracilis	Chaetognatha
Meta	Paradiplospinus gracilis	Copepoda
Meta	Paradiplospinus gracilis	Calanus propinquus
Meta	Paradiplospinus gracilis	Gaetanus sp.
Meta	Paradiplospinus gracilis	Metridia gerlachei
Meta	Paradiplospinus gracilis	Paraeuchaeta sp.
Meta	Paradiplospinus gracilis	Rhincalanus gigas
Meta	Paradiplospinus gracilis	Calanoida
Meta	Paradiplospinus gracilis	Euphausiacea
Meta	Paradiplospinus gracilis	Euphausia crystallorophias
Meta	Paradiplospinus gracilis	Euphausia frigida
Meta	Paradiplospinus gracilis	Euphausia superba
Meta	Paradiplospinus gracilis	Euphausia triacantha
Meta	Paradiplospinus gracilis	Euphausia sp.
Meta	Paradiplospinus gracilis	Thysanoessa macrura
Meta	Paradiplospinus gracilis	Margarella antarctica
Meta	Paradiplospinus gracilis	Eatoniella sp.
Meta	Paradiplospinus gracilis	Nacella concinna
Meta	Paradiplospinus gracilis	Laevilacunaria antarctica
Meta	Paradiplospinus gracilis	Neobuccinum eatoni
Meta	Paradiplospinus gracilis	Ostracoda
Meta	Paradiplospinus gracilis	Electrona antarctica
Meta	Paradiplospinus gracilis	Gymnoscopelus nicholsi
Meta	Paradiplospinus gracilis	Gymnoscopelus braueri
Meta	Paradiplospinus gracilis	Neopagetopsis ionah
Meta	Paradiplospinus gracilis	Protomyctophum bolini
Meta	Paradiplospinus gracilis	Nereidae
Meta	Arctocephalus gazella	Euphausiacea
Meta	Arctocephalus gazella	Cephalopoda
Meta	Arctocephalus gazella	Margarella antarctica
Meta	Arctocephalus gazella	Eatoniella sp.
Meta	Arctocephalus gazella	Nacella concinna
Meta	Arctocephalus gazella	Laevilacunaria antarctica
Meta	Arctocephalus gazella	Neobuccinum eatoni
Meta	Arctocephalus gazella	Dacrydyum sp.
Meta	Arctocephalus gazella	Laternula elliptica
Meta	Arctocephalus gazella	Nematoda
Meta	Arctocephalus gazella	Acanthocephala
Meta	Arctocephalus gazella	Electrona subaspera
Meta	Arctocephalus gazella	Protomyctophum tenisoni
Meta	Arctocephalus gazella	Chionodraco sp.
Meta	Arctocephalus gazella	Protomyctophum sp.
Meta	Arctocephalus gazella	Brachioteuthis sp.
Meta	Arctocephalus gazella	Moroteuthis knipovitchi
Meta	Oswaldella antarctica	Bacillariophyta
Meta	Oswaldella antarctica	Invertebrate eggs
Meta	Ectopleura crocea	Copepoda
Meta	Ectopleura crocea	Invertebrate eggs
Meta	Ectopleura crocea	Detritus
Meta	Clavularia frankliniana	Bacillariophyta
Meta	Clavularia frankliniana	Protozoa
Meta	Clavularia frankliniana	Foraminifera
Meta	Clavularia frankliniana	Nematoda
Meta	Anthomastus bathyproctus	Salpa thompsoni
Meta	Metridia gerlachei	Dictyochales
Meta	Metridia gerlachei	Eukaryota
Meta	Calanus propinquus	Dictyochales
Meta	Calanus propinquus	Eukaryota
Meta	Calanoides acutus	Dictyochales
Meta	Calanoides acutus	Eukaryota
Meta	Euphausia crystallorophias	Chaetoceros sp.
Meta	Euphausia crystallorophias	Chaetoceros atlanticus
Meta	Euphausia crystallorophias	Coscinodiscus sp.
Meta	Euphausia crystallorophias	Eucampia antarctica
Meta	Euphausia crystallorophias	Fragilariopsis kerguelensis
Meta	Euphausia crystallorophias	Pseudonitzschia sp.
Meta	Euphausia crystallorophias	Nitzschia sp.
Meta	Euphausia crystallorophias	Rhizosolenia curvata
Meta	Euphausia crystallorophias	Thalassiosira sp.
Meta	Euphausia crystallorophias	Ceratium sp.
Meta	Euphausia crystallorophias	Amphisolenia sp.
Meta	Euphausia crystallorophias	Amphidinium sp.
Meta	Euphausia crystallorophias	Dinophysis sp.
Meta	Euphausia crystallorophias	Gonyaulax sp.
Meta	Euphausia crystallorophias	Protoperidinium sp.
Meta	Euphausia crystallorophias	Prorocentrum sp.
Meta	Euphausia crystallorophias	Ciliophora
Meta	Euphausia crystallorophias	Tintinnidae
Meta	Euphausia crystallorophias	Acanthochiasma sp.
Meta	Euphausia crystallorophias	Globigerina sp.
Meta	Euphausia crystallorophias	Copepoda
Meta	Euphausia crystallorophias	Nereidae
Meta	Cassidulinoides parkerianus	Bacillariophyta
Meta	Cassidulinoides parkerianus	Detritus
Meta	Cassidulinoides parkerianus	Sediment
Meta	Cibicides refulgens	Bacillariophyta
Meta	Cibicides refulgens	Detritus
Meta	Cibicides refulgens	Sediment
Meta	Globocassidulina crassa	Bacillariophyta
Meta	Globocassidulina crassa	Detritus
Meta	Globocassidulina crassa	Sediment
Meta	Lenticulina antarctica	Bacillariophyta
Meta	Lenticulina antarctica	Detritus
Meta	Lenticulina antarctica	Sediment
Meta	Neogloboquadriana pachyderma	Bacillariophyta
Meta	Neogloboquadriana pachyderma	Detritus
Meta	Neogloboquadriana pachyderma	Sediment
Meta	Euphausia crystallorophias	Phytoplankton
Meta	Euphausia frigida	Zooplankton
Meta	Euphausia frigida	Tintinnidae
Meta	Euphausia frigida	Phytoplankton
Meta	Euphausia frigida	Pteropoda
Meta	Thysanoessa macrura	Zooplankton
Meta	Thysanoessa macrura	Siphonophora
Meta	Thysanoessa macrura	Tintinnidae
Meta	Thysanoessa macrura	Pteropoda
Meta	Euphausia superba	Fragilariopsis
Meta	Euphausia superba	Entomoneis sp.
Meta	Euphausia superba	Nitzschia sp.
Meta	Euphausia superba	Chaetoceros sp.
Meta	Euphausia superba	Distephanus sp.
Meta	Euphausia superba	Oithona
Meta	Ampelisca richardsoni	Detritus
Meta	Ampelisca richardsoni	Bacillariophyta
Meta	Abyssorchomene rossi	Detritus
Meta	Abyssorchomene rossi	Polychaeta
Meta	Abyssorchomene rossi	Porifera
Meta	Abyssorchomene plebs 	Crustacea
Meta	Abyssorchomene plebs 	Euphausia superba
Meta	Abyssorchomene plebs 	Detritus
Meta	Abyssorchomene plebs 	Bacillariophyta
Meta	Abyssorchomene nodimanus	Polychaeta
Meta	Abyssorchomene nodimanus	Holothuria
Meta	Abyssorchomene nodimanus	Fish
Meta	Abyssorchomene nodimanus	Octopoda
Meta	Abyssorchomene nodimanus	Detritus
Meta	Eusirus antarcticus	Copepoda
Meta	Eusirus perdentatus	Crustacea
Meta	Eusirus perdentatus	Amphipoda
Meta	Eusirus perdentatus	Polychaeta
Meta	Eusirus perdentatus	Detritus
Meta	Alexandrella mixta	Ophiuroidea
Meta	Tryphosella murrayi	Mysidacea
Meta	Tryphosella murrayi	Dolloidraco longedorsalis
Meta	Tryphosella murrayi	Fish
Meta	Tryphosella murrayi	Crustacea
Meta	Tryphosella murrayi	Amphipoda
Meta	Waldeckia obesa 	Amphipoda
Meta	Waldeckia obesa 	Eurythenes gryllus
Meta	Waldeckia obesa 	Ophiuroidea
Meta	Waldeckia obesa 	Hydrozoa
Meta	Waldeckia obesa 	Cnidaria
Meta	Waldeckia obesa 	Porifera
Meta	Waldeckia obesa 	Polychaeta
Meta	Waldeckia obesa 	Holothuria
Meta	Waldeckia obesa 	Isopoda
Meta	Waldeckia obesa 	Crustacea
Meta	Waldeckia obesa 	Detritus
Meta	Waldeckia obesa 	Necromass
Meta	Parschisturella ceruviata 	Detritus
Meta	Paramoera walkeri	Ophiuroidea
Meta	Epimeriella walkeri	Holothuria
Meta	Epimeriella walkeri	Crustacea
Meta	Epimeriella walkeri	Porifera
Meta	Epimeriella walkeri	Cnidaria
Meta	Epimeriella walkeri	Bacillariophyta
Meta	Epimeriella walkeri	Detritus
Meta	Cyllopus lucasii	Zooplankton
Meta	Cyllopus lucasii	Tintinnidae
Meta	Cyllopus lucasii	Calanus propinquus
Meta	Cyllopus lucasii	Pelegobia longicirrata
Meta	Hyperiella dilatata	Zooplankton
Meta	Hyperiella dilatata	Tintinnidae
Meta	Vibilia antarctica	Zooplankton
Meta	Vibilia stebbingi	Zooplankton
Meta	Hyperia macrocephala	Pteropoda
Meta	Hyperia macrocephala	Limacina helicina 
Meta	Hyperia macrocephala	Salpa thompsoni
Meta	Hyperia macrocephala	Scyphozoa
Meta	Epimeria similis	Hydrozoa
Meta	Epimeria similis	Polychaeta
Meta	Epimeria similis	Cnidaria
Meta	Epimeria similis	Porifera
Meta	Epimeria similis	Bacillariophyta
Meta	Epimeria similis	Foraminifera
Meta	Epimeria robusta	Euphausiacea
Meta	Epimeria robusta	Holothuria
Meta	Epimeria robusta	Zooplankton
Meta	Epimeria robusta	Crustacea
Meta	Epimeria robusta	Amphipoda
Meta	Epimeria robusta	Cnidaria
Meta	Epimeria robusta	Polychaeta
Meta	Epimeria robusta	Taeniogyrus contortus
Meta	Epimeria macrodonta	Cnidaria
Meta	Epimeria macrodonta	Hydrozoa
Meta	Epimeria macrodonta	Urticinopsis antarctica
Meta	Epimeria macrodonta	Anthozoa
Meta	Epimeria macrodonta	Crustacea
Meta	Epimeria macrodonta	Euphausiacea
Meta	Epimeria macrodonta	Pantopoda
Meta	Epimeria macrodonta	Holothuria
Meta	Epimeria macrodonta	Foraminifera
Meta	Epimeria macrodonta	Bacillariophyta
Meta	Epimeria macrodonta	Ostracoda
Meta	Epimeria macrodonta	Porifera
Meta	Epimeria macrodonta	Sediment
Meta	Epimeria macrodonta	Squid
Meta	Epimeria rubrieques	Euphausiacea
Meta	Epimeria rubrieques	Zooplankton
Meta	Epimeria rubrieques	Crustacea
Meta	Epimeria rubrieques	Amphipoda
Meta	Epimeria rubrieques	Cnidaria
